entity_name,entity_url,workflow_name,workflow_path,vulnerability_name,vulnerability_info
discord,https://github.com/discord,sqlx.yml,https://github.com/discord/sqlx/blob/master/.github/workflows/sqlx.yml,External Resource Access,Usage of mysql://root:password@localhost:3306/sqlx found.
keystonejs,https://github.com/keystonejs,tests_ci.yml,https://github.com/keystonejs/keystone/blob/master/.github/workflows/tests_ci.yml,External Resource Access,Usage of mysql://root:testpass@localhost:3306/test_db found.
weaveworks,https://github.com/weaveworks,acceptance-test.yaml,https://github.com/weaveworks/weave-gitops-enterprise/blob/master/.github/workflows/acceptance-test.yaml,Kubernetes Resource Access,Usage of KUBECONFIG:  found.
weaveworks,https://github.com/weaveworks,helm-profiles-test.yaml,https://github.com/weaveworks/profiles-catalog/blob/master/.github/workflows/helm-profiles-test.yaml,Kubernetes Resource Access,Usage of KUBECONFIG:  found.
weaveworks,https://github.com/weaveworks,e2e-arm64.yaml,https://github.com/weaveworks/weave-assured-flux2/blob/master/.github/workflows/e2e-arm64.yaml,Kubernetes Resource Access,Usage of KUBECONFIG:  found.
weaveworks,https://github.com/weaveworks,e2e.yaml,https://github.com/weaveworks/weave-assured-flux2/blob/master/.github/workflows/e2e.yaml,External Resource Access,"Usage of ssh://git@github.com/stefanprodan/podinfo
          /tmp/flux create secret git git-https-test \
            --url https://github.com/stefanprodan/podinfo \
            --username=test --password=test
          /tmp/flux create secret helm helm-test \
            --username=test --password=test
      - name: flux create source git
        run: |
          /tmp/flux create source git podinfo \
            --url https://github.com/stefanprodan/podinfo  \
            --tag-semver="">=6.3.5""
      - name: flux create source git export apply
        run: |
          /tmp/flux create source git podinfo-export \
            --url https://github.com/stefanprodan/podinfo  \
            --tag-semver="">=6.3.5"" \
            --export | kubectl apply -f -
          /tmp/flux delete source git podinfo-export --silent
      - name: flux get sources git
        run: |
          /tmp/flux get sources git
      - name: flux get sources git --all-namespaces
        run: |
          /tmp/flux get sources git --all-namespaces
      - name: flux create kustomization
        run: |
          /tmp/flux create kustomization podinfo \
            --source=podinfo \
            --path=""./deploy/overlays/dev"" \
            --prune=true \
            --interval=5m \
            --health-check=""Deployment/frontend.dev"" \
            --health-check=""Deployment/backend.dev"" \
            --health-check-timeout=3m
      - name: flux trace
        run: |
          /tmp/flux trace frontend \
            --kind=deployment \
            --api-version=apps/v1 \
            --namespace=dev
      - name: flux reconcile kustomization --with-source
        run: |
          /tmp/flux reconcile kustomization podinfo --with-source
      - name: flux get kustomizations
        run: |
          /tmp/flux get kustomizations
      - name: flux get kustomizations --all-namespaces
        run: |
          /tmp/flux get kustomizations --all-namespaces
      - name: flux suspend kustomization
        run: |
          /tmp/flux suspend kustomization podinfo
      - name: flux resume kustomization
        run: |
          /tmp/flux resume kustomization podinfo
      - name: flux export
        run: |
          /tmp/flux export source git --all
          /tmp/flux export kustomization --all
      - name: flux delete kustomization
        run: |
          /tmp/flux delete kustomization podinfo --silent
      - name: flux create source helm
        run: |
          /tmp/flux create source helm podinfo \
            --url https://stefanprodan.github.io/podinfo
      - name: flux create helmrelease --source=HelmRepository/podinfo
        run: |
          /tmp/flux create hr podinfo-helm \
            --target-namespace=default \
            --source=HelmRepository/podinfo.flux-system \
            --chart=podinfo \
            --chart-version="">6.0.0 <7.0.0""
      - name: flux create helmrelease --source=GitRepository/podinfo
        run: |
          /tmp/flux create hr podinfo-git \
            --target-namespace=default \
            --source=GitRepository/podinfo \
            --chart=./charts/podinfo
      - name: flux reconcile helmrelease --with-source
        run: |
          /tmp/flux reconcile helmrelease podinfo-git --with-source
      - name: flux get helmreleases
        run: |
          /tmp/flux get helmreleases
      - name: flux get helmreleases --all-namespaces
        run: |
          /tmp/flux get helmreleases --all-namespaces
      - name: flux export helmrelease
        run: |
          /tmp/flux export hr --all
      - name: flux delete helmrelease podinfo-helm
        run: |
          /tmp/flux delete hr podinfo-helm --silent
      - name: flux delete helmrelease podinfo-git
        run: |
          /tmp/flux delete hr podinfo-git --silent
      - name: flux delete source helm
        run: |
          /tmp/flux delete source helm podinfo --silent
      - name: flux delete source git
        run: |
          /tmp/flux delete source git podinfo --silent
      - name: flux oci artifacts
        run: |
          /tmp/flux push artifact oci://localhost:5000/fluxcd/flux:${{ github.sha }} \
            --path=""./manifests"" \
            --source=""${{ github.repositoryUrl }}"" \
            --revision=""${{ github.ref }}@sha1:${{ github.sha } found."
weaveworks,https://github.com/weaveworks,e2e.yaml,https://github.com/weaveworks/weave-assured-source-controller/blob/master/.github/workflows/e2e.yaml,Kubernetes Resource Access,Usage of KUBECONFIG:  found.
ossrs,https://github.com/ossrs,kubernetes.yml,https://github.com/ossrs/srs-k8s-template/blob/master/.github/workflows/kubernetes.yml,Kubernetes Resource Access,"Usage of KUBECONFIG: , ${{ secrets.KUBECONFIG }},  secrets.KUBECONFIG
        , $KUBECONFIG found."
ossrs,https://github.com/ossrs,release.yml,https://github.com/ossrs/srs-las/blob/master/.github/workflows/release.yml,Kubernetes Resource Access,Usage of $KUBECONFIG found.
ossrs,https://github.com/ossrs,release.yml,https://github.com/ossrs/srs-sctp/blob/master/.github/workflows/release.yml,Kubernetes Resource Access,Usage of $KUBECONFIG found.
ossrs,https://github.com/ossrs,release.yml,https://github.com/ossrs/srs-g711/blob/master/.github/workflows/release.yml,Kubernetes Resource Access,Usage of $KUBECONFIG found.
spring-cloud,https://github.com/spring-cloud,housekeeping.yml,https://github.com/spring-cloud/stream-applications/blob/master/.github/workflows/housekeeping.yml,Kubernetes Resource Access,Usage of $KUBECONFIG found.
spring-cloud,https://github.com/spring-cloud,recreate-runners.yml,https://github.com/spring-cloud/stream-applications/blob/master/.github/workflows/recreate-runners.yml,Kubernetes Resource Access,Usage of $KUBECONFIG found.
invertase,https://github.com/invertase,health-metrics-presubmit.yml,https://github.com/invertase/firebase-ios-sdk/blob/master/.github/workflows/health-metrics-presubmit.yml,Cloud Resource Access,Usage of gcloud auth activate-service-account --key-file metrics-access.json found.
invertase,https://github.com/invertase,health-metrics-release.yml,https://github.com/invertase/firebase-ios-sdk/blob/master/.github/workflows/health-metrics-release.yml,Cloud Resource Access,Usage of gcloud auth activate-service-account --key-file service_account.json found.
invertase,https://github.com/invertase,health-metrics-presubmit.yml,https://github.com/invertase/firebase-ios-sdk-frameworks-fix/blob/master/.github/workflows/health-metrics-presubmit.yml,Cloud Resource Access,Usage of gcloud auth activate-service-account --key-file metrics-access.json found.
invertase,https://github.com/invertase,health-metrics-release.yml,https://github.com/invertase/firebase-ios-sdk-frameworks-fix/blob/master/.github/workflows/health-metrics-release.yml,Cloud Resource Access,Usage of gcloud auth activate-service-account --key-file service_account.json found.
DataDog,https://github.com/DataDog,build.yml,https://github.com/DataDog/terraform-provider-vault/blob/master/.github/workflows/build.yml,External Resource Access,Usage of mongodb://root:mongodb@mongo:27017/admin found.
DataDog,https://github.com/DataDog,e2e-tests.yml,https://github.com/DataDog/opentelemetry-collector-contrib/blob/master/.github/workflows/e2e-tests.yml,Kubernetes Resource Access,Usage of KUBECONFIG:  found.
DataDog,https://github.com/DataDog,run-k8s-tests-on-sev.yaml,https://github.com/DataDog/kata-containers/blob/master/.github/workflows/run-k8s-tests-on-sev.yaml,Kubernetes Resource Access,Usage of KUBECONFIG:  found.
DataDog,https://github.com/DataDog,run-k8s-tests-on-snp.yaml,https://github.com/DataDog/kata-containers/blob/master/.github/workflows/run-k8s-tests-on-snp.yaml,Kubernetes Resource Access,Usage of KUBECONFIG:  found.
DataDog,https://github.com/DataDog,system-test.yml,https://github.com/DataDog/KubeHound/blob/master/.github/workflows/system-test.yml,Kubernetes Resource Access,Usage of KUBECONFIG:  found.
openshift,https://github.com/openshift,test.yml,https://github.com/openshift/whereabouts-cni/blob/master/.github/workflows/test.yml,Kubernetes Resource Access,Usage of KUBECONFIG:  found.
openshift,https://github.com/openshift,e2e.yaml,https://github.com/openshift/cluster-api-provider-kubevirt/blob/master/.github/workflows/e2e.yaml,Kubernetes Resource Access,"Usage of ${{secrets.KUBECONFIG}}, $KUBECONFIG, KUBECONFIG:  found."
openshift,https://github.com/openshift,tests.yaml,https://github.com/openshift/cluster-relocation-operator/blob/master/.github/workflows/tests.yaml,Kubernetes Resource Access,"Usage of KUBECONFIG: ""/home/gh-action/.kcli/clusters/ocp-test/auth/kubeconfig"" found."
h2oai,https://github.com/h2oai,release-operator.yml,https://github.com/h2oai/h2o-kubernetes/blob/master/.github/workflows/release-operator.yml,Kubernetes Resource Access,Usage of $KUBECONFIG found.
h2oai,https://github.com/h2oai,rust.yml,https://github.com/h2oai/h2o-kubernetes/blob/master/.github/workflows/rust.yml,Kubernetes Resource Access,Usage of $KUBECONFIG found.
nats-io,https://github.com/nats-io,cgroup.yaml,https://github.com/nats-io/k3s/blob/master/.github/workflows/cgroup.yaml,Kubernetes Resource Access,Usage of KUBECONFIG:  found.
hyperledger,https://github.com/hyperledger,aws_besu_deploy.yaml,https://github.com/hyperledger/bevel/blob/master/.github/workflows/aws_besu_deploy.yaml,Kubernetes Resource Access,"Usage of KUBECONFIG: ""${{ secrets.ENCODED_KUBECONFIG }}"" found."
hyperledger,https://github.com/hyperledger,aws_corda_ent_deploy.yaml,https://github.com/hyperledger/bevel/blob/master/.github/workflows/aws_corda_ent_deploy.yaml,Kubernetes Resource Access,"Usage of KUBECONFIG: ""${{ secrets.ENCODED_KUBECONFIG }}"" found."
hyperledger,https://github.com/hyperledger,aws_hyperledger_fabric_deploy.yaml,https://github.com/hyperledger/bevel/blob/master/.github/workflows/aws_hyperledger_fabric_deploy.yaml,Kubernetes Resource Access,"Usage of KUBECONFIG: ""${{ secrets.ENCODED_KUBECONFIG }}"" found."
hyperledger,https://github.com/hyperledger,aws_quorum_deploy.yaml,https://github.com/hyperledger/bevel/blob/master/.github/workflows/aws_quorum_deploy.yaml,Kubernetes Resource Access,"Usage of KUBECONFIG: ""${{ secrets.ENCODED_KUBECONFIG }}"" found."
hyperledger,https://github.com/hyperledger,gcp_deploy.yml,https://github.com/hyperledger/bevel/blob/master/.github/workflows/gcp_deploy.yml,Kubernetes Resource Access,Usage of $KUBECONFIG found.
hyperledger,https://github.com/hyperledger,mediator.pr.yml,https://github.com/hyperledger/aries-vcx/blob/master/.github/workflows/mediator.pr.yml,External Resource Access,Usage of mysql://admin:github.ci.password.no.prod@localhost:3326/mediator found.
cockroachdb,https://github.com/cockroachdb,go-tests.yaml,https://github.com/cockroachdb/replicator/blob/master/.github/workflows/go-tests.yaml,External Resource Access,"Usage of postgresql://root@127.0.0.1:5400/defaultdb?sslmode=disable""
            target: target-cockroachdb-v23.2
            targetConn: ""postgresql://root@127.0.0.1:5401/defaultdb, mysql://root:SoupOrSecret@127.0.0.1:3306/mysql, postgresql://root@127.0.0.1:5400/defaultdb?sslmode=disable""
          - cockroachdb: v23.2
            source: source-cockroachdb-v21.2
            sourceConn: ""postgresql://root@127.0.0.1:5400/defaultdb, postgresql://root@127.0.0.1:5400/defaultdb?sslmode=disable""
          - cockroachdb: v23.2
            source: source-cockroachdb-v20.2
            sourceConn: ""postgresql://root@127.0.0.1:5400/defaultdb found."
cockroachdb,https://github.com/cockroachdb,test-mongodb.yaml,https://github.com/cockroachdb/prisma-examples/blob/master/.github/workflows/test-mongodb.yaml,External Resource Access,Usage of mongodb://root:prisma@localhost:27017/prisma found.
cockroachdb,https://github.com/cockroachdb,build.yml,https://github.com/cockroachdb/efcore.pg.cockroach/blob/master/.github/workflows/build.yml,External Resource Access,"Usage of postgresql://root@127.0.0.1:26257/defaultdb?sslcert=certs%2Fclient.root.crt&sslkey=certs%2Fclient.root.key&sslmode=verify-full&sslrootcert=certs%2Fca.crt""
          cockroach sql --certs-dir=certs -e ""SET CLUSTER SETTING sql.defaults.default_int_size = 4;"" --url=""postgresql://root@127.0.0.1:26257/defaultdb found."
cockroachdb,https://github.com/cockroachdb,e2e-tests.yml,https://github.com/cockroachdb/opentelemetry-collector-contrib/blob/master/.github/workflows/e2e-tests.yml,Kubernetes Resource Access,Usage of KUBECONFIG:  found.
heroku,https://github.com/heroku,ci.yaml,https://github.com/heroku/riff-node-function-invoker/blob/master/.github/workflows/ci.yaml,Cloud Resource Access,Usage of gcloud auth activate-service-account --key-file <(echo found.
futurice,https://github.com/futurice,ci.yml,https://github.com/futurice/futuLog/blob/master/.github/workflows/ci.yml,Kubernetes Resource Access,Usage of KUBECONFIG:  found.
atlassian,https://github.com/atlassian,openshift.yaml,https://github.com/atlassian/data-center-helm-charts/blob/master/.github/workflows/openshift.yaml,Kubernetes Resource Access,Usage of KUBECONFIG:  found.
ClickHouse,https://github.com/ClickHouse,e2e-tests.yml,https://github.com/ClickHouse/opentelemetry-collector-contrib/blob/master/.github/workflows/e2e-tests.yml,Kubernetes Resource Access,Usage of KUBECONFIG:  found.
composer,https://github.com/composer,continuous-integration.yml,https://github.com/composer/packagist/blob/master/.github/workflows/continuous-integration.yml,External Resource Access,Usage of mysql://root:root@127.0.0.1:3306/packagist found.
composer,https://github.com/composer,phpstan.yml,https://github.com/composer/packagist/blob/master/.github/workflows/phpstan.yml,External Resource Access,Usage of mysql://root:root@127.0.0.1:3306/packagist found.
